Hero Image,Details,Description,in en search,exists in en,translated,name,Excursion Link
n,n,n,n,y,y,Privates Fahrzeug – Halber Tag,https://www.hollandamerica.com/de_DE/shore-excursions/1010047/private-car-half-day.html
n,n,n,n,y,y,Privates Fahrzeug – Halber Tag (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010047/private-car-half-day.html#
n,n,n,y,y,y,Puerto Plata entdecken: Aromen und Traditionen,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/discover-puerto-plata-flavors-traditions.html
y,y,y,y,y,n,Puerto Viejo Beach Break & Shopping,https://www.hollandamerica.com/de_DE/shore-excursions/1010065/puerto-viejo-beach-break-shopping.html
y,n,n,n,y,n,Quebec City Culinary Walk: In Partnership with Food & Wine Magazine,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/quebec-city-culinary-walk-in-partnership-with-food-wine-magazine.html
y,n,n,n,y,n,Quebec City by Helicopter,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/quebec-city-by-helicopter.html
n,n,n,y,y,n,Quirigua Archaeological Ruins,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/quirigua-archaeological-ruins.html
n,n,n,y,y,y,Radabenteuer am Goto Lake,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/goto-lake-biking-adventure.html
n,n,n,y,y,y,Rafting auf dem Martha Brae,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/rafting-on-the-martha-brae.html
n,n,n,y,y,y,Rafting auf dem Martha Brae,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/rafting-on-the-martha-brae.html
n,n,n,y,y,y,Rafting auf dem Martha Brae (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/rafting-on-the-martha-brae.html#
y (placeholder),n,n,y,y,n,Rain Forest Aerial Tram,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/rain-forest-aerial-tram.html
n,n,n,y,y,n,Rain Forest Canopy & Zip-Line Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/rain-forest-canopy-zip-line-adventure.html
n,n,n,y,y,n,Reef & Rays Snorkeling,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/reef-rays-snorkeling.html
n,n,n,y,y,n,Reef Snorkel & Stingray Safari,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/reef-snorkel-stingray-safari.html
y,y,y,y,y,n,Reggae Hill,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/reggae-hill.html
y,y,y,y,y,n,Reggae Hill,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/reggae-hill.html
y,n,n,y,y,y,"Reggae, Rum und Jerk: In Kooperation mit dem Food & Wine Magazine",https://www.hollandamerica.com/de_DE/shore-excursions/1010064/reggae-rum-and-jerk-in-partnership-with-food-wine-magazine.html
y (placeholder),n,n,n,y,y,Reise in die Vergangenheit: Ein Bummel durch das viktorianische Bar Harbor,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/step-back-in-time-a-walk-through-victorian-bar-harbor.html
n,n,n,y,y,y,Reitabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/horseback-riding-adventure.html
n,n,n,y,y,y,Reitabenteuer (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/horseback-riding-adventure.html#
n,n,n,y,y,y,Reitabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/horseback-riding-adventure.html
n,n,n,y,y,y,Reitabenteuer (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/horseback-riding-adventure.html#
n,n,n,y,y,y,Reiten an Land und am Meer,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/horseback-riding-by-land-sea.html
n,n,n,y,y,n,"Reventazon White Water Rafting Classes I, II+",https://www.hollandamerica.com/de_DE/shore-excursions/1010057/reventazon-white-water-rafting-classes-i-ii-.html
n,n,n,y,y,y,Rhythmus des Rums,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/rhythm-of-rum.html
n,n,n,y,y,y,Riffschnorcheln an zwei Orten vom Katamaran aus,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/two-site-reef-snorkel-by-sailing-catamaran.html
n,n,n,y,y,n,"River Tubing, Rain Forest Drive & Hibiscus Falls",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/river-tubing-rain-forest-drive-hibiscus-falls.html
n,n,n,y,y,n,Roatan West Side Island Discovery,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/roatan-west-side-island-discovery.html
n,n,n,y,y,y,Rockland Estate und Sky Explorer,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/rockland-estate-sky-explorer.html
y,y,y,y,y,n,"Rockland Estate, Sky Explorer & the Flying Dutchman",https://www.hollandamerica.com/de_DE/shore-excursions/1010063/rockland-estate-sky-explorer-the-flying-dutchman.html
n,n,n,y,y,y,"Rockland-Estate-Abenteuer: Sessellift, Canopy und Schlauchfahrt",https://www.hollandamerica.com/de_DE/shore-excursions/1010060/rockland-estate-adventure-chairlift-canopy-inner-tube.html
n,n,n,y,y,n,Roseau Highlights by Trolley Train,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/roseau-highlights-by-trolley-train.html
y (placeholder),n,n,y,y,y,Route zum Weltkulturerbe: Startet und endet in Castries,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/world-heritage-site-route-beginning-ending-in-castries.html
n,n,n,y,y,y,Royal-Palm-Upgrade für das Paket „Private Oasis – Palm“,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/royal-palm-package-upgrade-for-private-oasis-palm-package.html
y (placeholder),n,n,y,y,y,"Rum, Tabak und Kaffee in Cienfuegos",https://www.hollandamerica.com/de_DE/shore-excursions/1010061/rum-tobacco-coffee-in-cienfuegos.html
y,n,n,y,y,y,Rundfahrt durch den Regenwald zum Gatúnsee und den Schleusen,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/rainforest-gatun-lake-locks-cruise.html
n,n,n,y,y,y,Rundgang auf St. John’s,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/walking-tour-of-st-john-s.html
n,n,n,y,y,y,Rundgang und Verkostung in Aruba: In Kooperation mit dem Food & Wine Magazine,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/downtown-aruba-walking-tasting-tour-in-partnership-with-food-wine-magazine.html
y (placeholder),n,n,y,y,y,Safari im Buggy,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/buggy-safari.html
y (placeholder),n,n,y,y,y,Safari mit Geländefahrzeugen,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/atv-safari.html
n,n,n,y,y,y,Safari-Inselrundfahrt,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/safari-island-drive.html
n,n,n,y,y,n,Sail & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sail-snorkel.html
n,n,n,y,y,n,Sailing & Snorkeling Cruise,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/sailing-snorkeling-cruise.html
y,n,n,y,y,n,Sailing Antigua's West Coast with Sparkling Wine,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/sailing-antigua-s-west-coast-with-sparkling-wine.html
n,n,n,y,y,y,Samur Segel- und Schnorchelabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/samur-sail-beach-snorkel-adventure.html
n,n,n,y,y,n,San Felipe Fortress & Scenic Drive,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/san-felipe-fortress-scenic-drive.html
n,n,n,y,y,n,San Gervasio Archaeological Site & Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/san-gervasio-archaeological-site-beach.html
n,n,n,y,y,n,San Juan Highlights,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/san-juan-highlights.html
n,n,n,y,y,n,San Juan Old & New,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/san-juan-old-new.html
n,n,n,y,y,y,Santa Clara und Los Abuelos de Fiesta,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/santa-clara-los-abuelos-de-fiesta.html
n,n,n,y,y,y,Santiago hautnah,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/santiago-insider.html
n,n,n,y,y,n,Santo Tomas & Puerto Barrios by Trolley,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/santo-tomas-puerto-barrios-by-trolley.html
y (placeholder),n,n,y,y,n,Scenes of Cartagena with Less Shopping,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/scenes-of-cartagena-with-less-shopping.html
y,n,n,y,y,n,Scenes of Cartagena with Less Walking,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/scenes-of-cartagena-with-less-walking.html
n,n,n,y,y,n,Scenic Antigua,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/scenic-antigua.html
y,n,n,n,y,n,Scenic Boston with Airport Transfer,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/scenic-boston-with-airport-transfer.html
y,n,n,n,y,n,Scenic Boston with Airport Transfer (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010066/scenic-boston-with-airport-transfer-wheelchair-accessible.html
n,n,n,y,y,n,Scenic Coastal Hike,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/scenic-coastal-hike.html
y (placeholder),n,n,y,y,n,Scenic St Thomas,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/scenic-st-thomas.html
y (placeholder),n,n,y,y,n,Scenic St Thomas (Wheelchair Accessible),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/scenic-st-thomas-wheelchair-accessible.html
n,n,n,y,y,y,"Schildkrötenbegegnung, Schnorcheln, Strand und Besichtigungsfahrt",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/turtle-encounter-snorkel-beach-scenic-cruise.html
n,n,n,y,y,y,Schnorchelausflug mit dem Boot,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/snorkel-by-boat.html
n,n,n,y,y,y,Schnorcheln an zwei Standorten auf Bonaire,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/bonaire-two-site-snorkeling.html
y,n,n,y,y,y,Schwimmen mit Delfinen,https://www.hollandamerica.com/de_DE/shore-excursions/1010064/dolphin-swim.html
n,n,n,y,y,y,Schwimmen mit Delfinen (ohne Dunn's River Falls),https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-without-falls.html
n,n,n,y,y,y,Schwimmen mit Delfinen (ohne Dunn's River Falls),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-swim-without-falls.html
n,n,n,y,y,y,Schwimmen mit Delfinen und Dunn’s River Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-dunn-s-river-falls.html
n,n,n,y,y,y,Schwimmen mit Delfinen und Dunn’s River Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-swim-dunn-s-river-falls.html
n,n,n,y,y,y,Schwimmen mit Delfinen und Dunn’s River Falls (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/dolphin-swim-dunn-s-river-falls.html#
n,n,n,y,y,y,Schwimmen mit Delfinen und Ocean World Park – Tagespass,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/dolphin-swim-ocean-world-day-pass.html
n,n,n,y,y,y,Schwimmreifen-Safari auf dem Fluss,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/river-tubing-safari.html
n,n,n,y,y,y,Schwimmreifen-Safari auf dem Fluss,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/river-tubing-safari.html
n,n,n,y,y,y,Schwimmreifen-Safari auf dem Fluss (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/river-tubing-safari.html#
n,n,n,y,y,n,"Scoot Coupe, Beach & Shopping (Sold Per Vehicle)",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/scoot-coupe-beach-shopping-sold-per-vehicle.html
y (placeholder),n,n,y,y,n,Sea & See,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sea-see.html
n,n,n,y,y,n,Sea Trek Helmet Dive at Coral World Marine Park,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sea-trek-helmet-dive-at-coral-world-marine-park.html
y (placeholder),n,n,y,y,y,Sea Trek Helmet Dive im Pigeon Island Nationalpark,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sea-trek-helmet-dive-at-pigeon-island-national-park.html
n,n,n,y,y,n,Seaside Chocolate Workshop & Wine Pairing,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/seaside-chocolate-workshop-wine-pairing.html
n,n,n,y,y,n,Secrets of Tortola,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/secrets-of-tortola.html
n,n,n,y,y,y,Segel- und Schnorchelabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sail-snorkel-adventure.html
n,n,n,n,y,y,Segeln am Bras d’Or Lake,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/sailing-on-the-bras-d-or-lakes.html
y,n,n,y,y,y,"Segeln mit dem Katamaran, Strand und Schnorcheln",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/catamaran-sailaway-beach-snorkel.html
n,n,n,y,y,n,Segway Adventure & Beach Break,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/segway-adventure-beach-break.html
n,n,n,y,y,n,Segway Grand Turk,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/segway-grand-turk.html
y (placeholder),n,n,y,y,y,"Segway, Seven Mile Beach und Royal Palms Beach Club",https://www.hollandamerica.com/de_DE/shore-excursions/1010061/segway-seven-mile-beach-royal-palms-beach-club.html
y (placeholder),n,n,y,y,y,"Segway, Sightseeing und Strand",https://www.hollandamerica.com/de_DE/shore-excursions/1010061/segway-sightseeing-beach.html
y (placeholder),n,n,y,y,y,"Segway-, Strand- und Schnorchelabenteuer",https://www.hollandamerica.com/de_DE/shore-excursions/1010062/segway-beach-snorkel-adventure.html
n,n,n,y,y,y,Sehenswertes St. Kitts,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/panoramic-st-kitts.html
n,n,n,y,y,y,Sehenswürdigkeiten von Belize und Rumverkostung,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/belize-highlights-rum-tasting.html
n,n,n,y,y,y,Sehenswürdigkeiten von Falmouth und Besuch des Greenwood Great House,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/highlights-of-falmouth-greenwood-great-house.html
y (placeholder),n,n,y,y,n,Semi-Submarine Boat Ride & West End Village,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/semi-submarine-boat-ride-west-end-village.html
y (placeholder),n,n,y,y,y,Seven Mile Beach exklusiv mit dem Hubschrauber,https://www.hollandamerica.com/de_DE/shore-excursions/1010063/exclusive-seven-mile-beach-by-helicopter.html
y (placeholder),n,n,y,y,n,Shipwreck & Turtle Cove Two-Site Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/shipwreck-turtle-cove-two-site-snorkel.html
y (placeholder),n,n,y,y,n,Shipwreck Snorkeling & Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/shipwreck-snorkeling-beach.html
n,n,n,y,y,y,Sightseeing fernab des Üblichen,https://www.hollandamerica.com/de_DE/shore-excursions/1010047/far-away-sightseeing.html
n,n,n,y,y,y,Sightseeing in Puerto Plata und Cabarete Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/puerto-plata-sightseeing-cabarete-beach.html
n,n,n,y,y,n,Sky Explorer & Dunn's River Falls (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/sky-explorer-dunn-s-river-falls.html#
n,n,n,y,y,n,Skyride to Paradise Point,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/skyride-to-paradise-point.html
n,n,n,y,y,n,Snorkel Martinique,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/snorkel-martinique.html
n,n,n,y,y,n,Snorkeling by Boat,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/snorkeling-by-boat.html
n,n,n,y,y,n,Snuba Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/snuba-adventure.html
n,n,n,y,y,y,Snuba-Unterwasserabenteuer in St. Kitts,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/snuba-st-kitts-underwater-adventure.html
n,n,n,y,y,y,Sonnendachverleih,https://www.hollandamerica.com/de_DE/shore-excursions/1010052/manta-sun-shelter-rental.html
n,n,n,y,y,n,South Island Panorama & Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/south-island-panorama-beach.html
y (placeholder),n,n,y,y,n,South Shore Zip-Line & Suspension Bridges Eco-Walk,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/south-shore-zip-line-suspension-bridges-eco-walk.html
n,n,n,y,y,n,South Shore Zip-Line Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/south-shore-zip-line-adventure.html
y (placeholder),n,n,y,y,y,Spaziergang durch die Altstadt von Havanna und Besuch der Festung,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/old-havana-walking-tour-fortress-visit.html
n,n,n,y,y,n,Spectacular Snorkel & Chankanaab National Park,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/spectacular-snorkel-chankanaab-national-park.html
n,n,n,y,y,y,Sportangeln,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/sportfishing.html
n,n,n,y,y,n,St John On Your Own,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-john-on-your-own.html
n,n,n,y,y,n,St John Trunk Bay Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-john-trunk-bay-beach.html
n,n,n,y,y,n,St John: National Park Island,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-john-national-park-island.html
y (placeholder),n,n,y,y,n,St Maarten Afternoon Beach Bash,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/st-maarten-afternoon-beach-bash.html
n,n,n,y,y,n,St Pierre & Botanic Garden,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-pierre-botanic-garden.html
n,n,n,y,y,n,St Pierre & Rum Distillery,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/st-pierre-rum-distillery.html
n,n,n,y,y,n,St Thomas Certified Scuba,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-thomas-certified-scuba.html
n,n,n,y,y,n,St Thomas Island Drive,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-thomas-island-drive.html
y (placeholder),n,n,y,y,n,St Thomas Zip-Line Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-thomas-zip-line-adventure.html
n,n,n,y,y,y,St. Kitts Panorama-Eisenbahn,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-kitts-scenic-railway.html
n,n,n,y,y,y,St. Kitts Schnorchelabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-kitts-snorkel-adventure.html
n,n,n,y,y,y,St. Lucia mit dem Trolleyzug,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/castries-by-trolley-train.html
n,n,n,y,y,y,St. Lucia – Bahn- und Zipline-Fahrt durch die Baumwipfel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/st-lucia-tram-canopy-zip-line.html
n,n,n,y,y,y,"St. Maartens Big 3: Der Flying Dutchman, Schooner Ride und Canopy",https://www.hollandamerica.com/de_DE/shore-excursions/1010060/st-maarten-s-big-3-the-flying-dutchman-schooner-ride-canopy.html
n,n,n,y,y,y,Stachelrochen-Abenteuerausflüge,https://www.hollandamerica.com/de_DE/shore-excursions/1010000/stingray-adventure.html
n,n,n,y,y,n,"Stand-Up Paddle Boarding, Snorkel & Beach",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/stand-up-paddle-boarding-snorkel-beach.html
y,n,n,y,y,n,Starfish Bay Snorkel & Beach Break,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/starfish-bay-snorkel-beach-break.html
y,n,n,n,y,n,Ste-Anne Canyon & Winery,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/ste-anne-canyon-winery.html
y,n,n,n,y,n,Ste-Anne-de-Beaupre & Montmorency Falls,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/ste-anne-de-beaupre-montmorency-falls.html
n,n,n,y,y,y,"Stehpaddeln, Schnorcheln und Strand",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/stand-up-paddle-board-snorkel-beach.html
n,n,n,y,y,n,Stingray City Sandbar Cruise,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/stingray-city-sandbar-cruise.html
n,n,n,y,y,n,"Stingray Encounter, Snorkeling & Beach Club",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/stingray-encounter-snorkeling-beach-club.html
y (placeholder),n,n,y,y,n,Stingray Swim & Snorkel,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/stingray-swim-snorkel.html
n,n,n,y,y,y,Strand-Express,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/beach-express.html
y,n,n,y,y,y,Strandausflug auf Barbados,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/barbados-beach-break.html
n,n,n,y,y,y,Strandausflug zum Chukka Beach,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/chukka-beach-break.html
n,n,n,y,y,y,Strandmuschelvermietung (inklusive 2 Stühle),https://www.hollandamerica.com/de_DE/shore-excursions/1010000/clamshell-sunshade-rental-includes-2-chairs.html
n,n,n,y,y,y,Strandurlaub in Juanillo,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/juanillo-beach-escape.html
n,n,n,y,y,y,Strandvilla-Paket – Alot,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/beach-villa-package-a.html
n,n,n,y,y,y,Strandvilla-Paket – B,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/beach-villa-package-b.html
n,n,n,y,y,y,Strandvilla-Paket – C,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/beach-villa-package-c.html
n,n,n,y,y,y,Strandvilla-Paket – D,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/beach-villa-package-d.html
n,n,n,y,y,y,Strandvilla-Paket – E,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/beach-villa-package-e.html
n,n,n,y,y,y,Strandvilla-Paket – Zuschlag für weitere Personen,https://www.hollandamerica.com/de_DE/shore-excursions/1010020/extra-person-surcharge-for-beach-villa-package.html
y (placeholder),n,n,y,y,y,Straßenbahn in Calypso,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/calypso-trolley-train.html
y (placeholder),n,n,y,y,y,St Vincent an Land und zur See,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/st-vincent-by-land-sea.html
y,n,n,y,y,y,Stätte der Mayas „Altun Ha“ und Fluss Wallace,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/altun-ha-mayan-site-river-wallace.html
y,y,y,y,y,n,Sunset Catamaran,https://www.hollandamerica.com/de_DE/shore-excursions/1010065/sunset-catamaran.html
y (placeholder),n,n,y,y,y,Surf and Turf – 4x4 Terracross und Schnellboot,https://www.hollandamerica.com/de_DE/shore-excursions/1010061/surf-turf-4x4-terracross-speed-boat.html
y,y,y,n,y,n,Sydney Harbour Hopper,https://www.hollandamerica.com/de_DE/shore-excursions/1010056/sydney-harbour-hopper.html
n,n,n,y,y,y,Südtobago,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tobago-south.html
n,n,n,y,y,y,Tauchabenteuer (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/discover-scuba-diving.html#
n,n,n,y,y,n,Tayutic Hacienda,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/tayutic-hacienda.html
n,n,n,y,y,y,Teezeit im Good Hope Great House,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tea-at-good-hope-great-house.html
n,n,n,y,y,y,Teezeit im Good Hope Great House,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/tea-at-good-hope-great-house.html
n,n,n,y,y,y,Teezeit im Good Hope Great House (d),https://www.hollandamerica.com/de_DE/shore-excursions/1010060/tea-at-good-hope-great-house.html#
n,n,n,y,y,n,The Best of Panama to Colon,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-best-of-panama-to-colon.html
y,n,n,y,y,n,The Best of Trujillo,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-best-of-trujillo.html
n,n,n,y,y,n,The Canal Experience from Gatun to Colon,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-canal-experience-from-gatun-to-colon.html
y,n,n,n,y,n,The First Nation of Wendake,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/the-first-nation-of-wendake.html
y (placeholder),n,n,y,y,n,The Gem of Colombia: Emerald Jewelry Making Class,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-gem-of-colombia-emerald-jewelry-making-class.html
y,n,n,n,y,n,The Ghosts of Old Quebec,https://www.hollandamerica.com/de_DE/shore-excursions/1010066/the-ghosts-of-old-quebec.html
n,n,n,y,y,n,The Grand Turk Experience,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-grand-turk-experience.html
n,n,n,y,y,n,The Hidden Gems of Aruba,https://www.hollandamerica.com/de_DE/shore-excursions/1010060/the-hidden-gems-of-aruba.html
y,n,n,n,y,n,"The Island's Finest: Anne, Lobster & Scenic Drive",https://www.hollandamerica.com/de_DE/shore-excursions/1010066/the-island-s-finest-anne-lobster-scenic-drive.html
n,n,n,y,y,n,The Legendary Kon Tiki Sightseeing & Beach Cruise,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-legendary-kon-tiki-sightseeing-beach-cruise.html
y,n,n,y,y,n,The National Aviary of Colombia,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-national-aviary-of-colombia.html
n,n,n,y,y,n,The North Shore & Pusser's Landing,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-north-shore-pusser-s-landing.html
n,n,n,y,y,n,The Original Canopy Tour at Veragua Rain Forest Eco-Adventure,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-original-canopy-tour-at-veragua-rain-forest-eco-adventure.html
n,n,n,y,y,n,The Original Tequila Experience by Jose Cuervo,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-original-tequila-experience-by-jose-cuervo.html
y (placeholder),n,n,y,y,n,The Rainbow Calypso Tram,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-rainbow-calypso-tram.html
n,n,n,y,y,n,The Shaping of Panama to Colon,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-shaping-of-panama-to-colon.html
n,n,n,y,y,n,The Tortuguero Canals,https://www.hollandamerica.com/de_DE/shore-excursions/1010057/the-tortuguero-canals.html
n,n,n,y,y,n,The Trolley Roger,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/the-trolley-roger.html
n,n,n,y,y,n,"Tikal, Maya City of Voices",https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tikal-maya-city-of-voices.html
y (placeholder),n,n,y,y,y,Tobago Regenwaldabenteuer,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tobago-rain-forest-adventure.html
y (placeholder),n,n,y,y,y,Tobago: Glasbodenboot und Schnorcheln am Buccoo Reef,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tobago-glass-bottom-boat-buccoo-reef-snorkel.html
n,n,n,y,y,n,Tortola Private Touring by Limo - Full Day,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tortola-private-touring-by-limo-full-day.html
n,n,n,y,y,n,Tortola Private Touring by Limo - Half Day,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tortola-private-touring-by-limo-half-day.html
n,n,n,y,y,n,Tortola Private Touring by Motor Launch - Half Day,https://www.hollandamerica.com/de_DE/shore-excursions/1010059/tortola-private-touring-by-motor-launch-half-day.html
